"","Bridge_ID","Built_Year","County_Code","Deck_Cond","Superstructure_Cond","Substructure_Cond","Operating_Rating"
"540","B05015800140000",1980,9,"6","6","7",91.4
"541","B05015800150000",1980,9,"7","7","7",88.2
"542","B05015800160000",1980,9,"7","7","6",75.1
"543","B05015800170000",1980,9,"7","7","7",86.5
"544","B05015800180000",1980,9,"7","7","7",78.4
"545","B05016200000000",1999,9,"7","8","8",68.6
"546","B05016300000000",1988,9,"N","N","N",53.9
"547","B05016500000000",2000,9,"8","8","8",68.6
"548","B05016700000000",1983,9,"6","8","5",45.7
"549","B05016900000000",1986,9,"N","N","N",53.9
"550","B05017100000000",1984,9,"7","8","7",76.7
"551","B05017200000000",1984,9,"7","7","7",75.1
"552","B05017300000000",1984,9,"6","8","6",63.7
"553","B05017400000000",1984,9,"7","8","6",67
"554","B05017500000000",1982,9,"7","8","7",75.1
"555","B05017600000000",1982,9,"7","8","7",68.6
"556","B05017700000000",1984,9,"7","8","6",80
"557","B05017800000000",1984,9,"7","8","6",80
"558","B05017900000000",1984,9,"7","8","6",70.2
"559","B05018000000000",1984,9,"7","8","6",60.4
"560","B05018100000000",1984,9,"6","8","6",49
"561","B05018200000000",1984,9,"7","8","6",49
"562","B05018300000000",1979,9,"N","N","N",53.9
"563","B05018400000000",1979,9,"N","N","N",53.9
"564","B05018500000000",1980,9,"7","6","7",75.1
"565","B05018600000000",1980,9,"7","7","7",57.2
"566","B05018700000000",1981,9,"7","6","6",70.2
"567","B05018800000000",1981,9,"7","6","7",60.4
"568","B05018900000000",1980,9,"7","6","7",60.4
"569","B05019000000000",1980,9,"7","7","7",62.1
"570","B05019100000000",1979,9,"N","N","N",53.9
"571","B05019200000000",1980,9,"N","N","N",53.9
"572","B05019300000000",1981,9,"7","7","7",60.4
"573","B05019400000000",1981,9,"7","7","7",39.2
"574","B05019500000000",1979,9,"N","N","N",53.9
"575","B05019600000000",1980,9,"5","7","6",62.1
"576","B05019800000000",1981,9,"6","6","6",67
"577","B05020000000000",2000,9,"8","8","8",70.2
"578","B05020100000000",1981,9,"5","6","6",60.4
"579","B05020200000000",1981,9,"6","6","5",62.1
"580","B05020300000000",1981,9,"6","6","5",62.1
"581","B05020400000000",1977,9,"N","N","N",53.9
"582","B05020500000000",1979,9,"6","5","7",58.8
"583","B05020600000000",1979,9,"6","5","7",65.3
"584","B05020700000000",1978,9,"6","6","6",71.8
"585","B05020800000000",1979,9,"6","7","7",57.2
"586","B05020900000000",1979,9,"6","7","7",58.8
"587","B05021000000000",1979,9,"7","7","7",75.1
"588","B05021100000000",1979,9,"7","7","7",55.5
"589","B05021200000000",1979,9,"6","7","6",73.5
"590","B05021300000000",1979,9,"6","7","5",78.4
"591","B05021400000000",1979,9,"6","7","7",55.5
"592","B05021500000000",1979,9,"6","7","6",76.7
"593","B05021600000000",1979,9,"6","7","6",71.8
"594","B05021700000000",1979,9,"6","6","6",60.4
"595","B05021800000000",1979,9,"6","6","6",60.4
"596","B05021900000000",1979,9,"6","6","6",73.5
"597","B05022000000000",1979,9,"6","6","6",71.8
"598","B05022100000000",1978,9,"6","6","6",70.2
"599","B05022200000000",1978,9,"6","6","6",70.2
"600","B05022300000000",1978,9,"6","7","7",71.8
"601","B05022400000000",1978,9,"6","6","6",39.2
"602","B05022500000000",1978,9,"8","8","7",53.9
"603","B05022600000000",1978,9,"7","6","6",63.7
"604","B05022700000000",1978,9,"6","6","6",62.1
"605","B05022900000000",1988,9,"7","7","5",71.8
"606","B05023000000000",1988,9,"7","8","5",70.2
"607","B05023100000000",1988,9,"N","N","N",53.9
"608","B05023400000000",1979,9,"6","7","7",57.2
"609","B05023500000000",1976,9,"4","7","7",81.6
"610","B05023700000000",1979,9,"N","N","N",53.9
"611","B05023800000000",1978,9,"5","5","6",62.1
"612","B05023900000000",1980,9,"5","7","7",65.3
"613","B05024000000000",1980,9,"7","7","6",42.5
"614","B05024100000000",1980,9,"7","7","7",42.5
"615","B05024200000000",1980,9,"7","6","7",49
"616","B05024300000000",1981,9,"6","6","6",50.6
"617","B05024400000000",1980,9,"6","6","6",50.6
"618","B05024500000000",1980,9,"7","8","6",45.7
"619","B05024600000000",1980,9,"7","8","7",47.4
"620","B05024700000000",1980,9,"7","6","7",44.1
"621","B05024800000000",1980,9,"7","6","7",40.8
"622","B05024900000000",1980,9,"N","N","N",53.9
"623","B05025000000000",1980,9,"N","N","N",53.9
"624","B05025100000000",1986,9,"4","4","7",55.5
"625","B05025200000000",1988,9,"N","N","N",53.9
"626","B05025300000000",1976,9,"N","N","N",53.9
"627","B05025400000000",1980,9,"8","6","6",52.3
"628","B05025500000000",1984,9,"7","7","6",44.1
"629","B05025600000000",1979,9,"N","N","N",53.9
"630","B05025700000000",1980,9,"7","8","7",65.3
"631","B05025800000000",1979,9,"7","8","8",65.3
"632","B05025900000000",1985,9,"N","N","N",53.9
"633","B05026000000000",1986,9,"6","6","8",60.4
"634","B05026100000000",1928,9,"6","8","5",62.1
"635","B05026200000000",1981,9,"5","5","7",60.4
"636","B05026300000000",1981,9,"5","7","7",62.1
"637","B05026400000000",1987,9,"7","8","8",60.4
"638","B05026500000000",1983,9,"N","N","N",53.9
"639","B05026600000000",1964,9,"6","6","5",37.6
"640","B05026700000000",1982,9,"5","8","7",60.4
"641","B05026800000000",1988,9,"N","N","N",53.9
"642","B05026900010000",1986,9,"7","7","7",47.4
"643","B05026900020000",1986,9,"7","7","7",49
"644","B05026900030000",1986,9,"7","7","7",47.4
"645","B05027000000000",1983,9,"7","7","6",58.8
"646","B05027100000000",1998,9,"N","N","N",53.9
"647","B05027200000000",1983,9,"7","8","6",78.4
"648","B05027300000000",1989,9,"8","8","8",67
"649","B05027400000000",1983,9,"5","5","7",52.3
"650","B05027500000000",1984,9,"7","8","7",76.7
"651","B05027600000000",1985,9,"7","7","8",52.3
"652","B05027700000000",1985,9,"8","8","8",49
"653","B05027800000000",1987,9,"6","6","7",57.2
"654","B05027900000000",1988,9,"5","5","6",73.5
"655","B05028000000000",1989,9,"N","N","N",53.9
"656","B05028100000000",1989,9,"N","N","N",53.9
"657","B05028200000000",1989,9,"7","8","8",83.3
"658","B05028300000000",1989,9,"7","8","8",65.3
"659","B05028400000000",1987,9,"6","6","6",60.4
"660","B05028500000000",1990,9,"6","7","6",50.6
"661","B05028700000000",1990,9,"7","8","8",58.8
"662","B05028800000000",1994,9,"8","8","8",49
"663","B05028900000000",1993,9,"N","N","N",53.9
"664","B05029000000000",1994,9,"8","8","8",80
"665","B05029100000000",1990,9,"N","N","N",53.9
"666","B05029200000000",1991,9,"8","8","8",65.3
"667","B05029300000000",1993,9,"6","8","5",58.8
"668","B05029400000000",1993,9,"N","N","N",32.7
"669","B05029500000000",1991,9,"8","8","7",67
"670","B05029600000000",1992,9,"N","N","N",53.9
"671","B05029700000000",1991,9,"N","N","N",53.9
"672","B05029800000000",1994,9,"7","7","8",52.3
"673","B05030000000000",1993,9,"8","9","8",68.6
"674","B05030100000000",1994,9,"8","8","8",52.3
"675","B05030200000000",1994,9,"8","8","8",55.5
"676","B05030400000000",1992,9,"7","7","8",68.6
"677","B05030500000000",1999,9,"7","8","8",57.2
"678","B05030600000000",1999,9,"7","8","8",57.2
"679","B05030700000000",1996,9,"8","8","8",57.2
"680","B05030800000000",1996,9,"7","7","8",62.1
"681","B05030900000000",1996,9,"7","7","8",71.8
"682","B05031000000000",1996,9,"5","5","8",71.8
"683","B05031100000000",1998,9,"8","8","8",65.3
"684","B05031200000000",2000,9,"7","8","8",78.4
"685","B05031300000000",2000,9,"7","8","8",73.5
"686","B05031400000000",1993,9,"7","7","8",73.5
"687","B05031500000000",1994,9,"8","8","8",76.7
"688","B05031600000000",2002,9,"N","N","N",32.7
"689","B05031700000000",1999,9,"N","N","N",53.9
"690","B05032100000000",2000,9,"7","8","7",63.7
"691","B05032200000000",1999,9,"N","N","N",53.9
"692","B05032300000000",1999,9,"7","8","8",63.7
"693","B05032400000000",1997,9,"8","8","8",68.6
"694","B05032500000000",1995,9,"N","N","N",53.9
"695","B05032600000000",1995,9,"N","N","N",53.9
"696","B05032700000000",1998,9,"7","8","7",68.6
"697","B05032800000000",1998,9,"7","8","7",68.6
"698","B05032900000000",1998,9,"7","9","8",67
"699","B05033000000000",2002,9,"7","7","8",65.3
"700","B05033100000000",1998,9,"8","8","8",91.4
"701","B05033200000000",1998,9,"7","7","8",71.8
"702","B05033300000000",1998,9,"7","7","8",70.2
"703","B05033400000000",1998,9,"7","7","8",63.7
"704","B05033500000000",2000,9,"6","6","8",60.4
"705","B05033600000000",2000,9,"8","8","8",63.7
"706","B05033700000000",2001,9,"7","8","8",58.8
"707","B05033800000000",1999,9,"N","N","N",53.9
"708","B05033900000000",2007,9,"7","8","7",63.7
"709","B05034500000000",2003,9,"N","N","N",53.9
"710","B05034600000000",2002,9,"8","8","7",73.5
"711","B05034800000000",2002,9,"8","8","8",80
"712","B05035000000000",2002,9,"6","6","8",67
"713","B05035300000000",2005,9,"7","8","8",68.6
"714","B05035400000000",2005,9,"7","8","7",86.5
"715","B05035500000000",2005,9,"N","N","N",53.9
"716","B05035900000000",2002,9,"6","8","7",96.3
"717","B05036000000000",2005,9,"8","8","8",67
"718","B05036100000000",2004,9,"8","8","8",58.8
"719","B05036200000000",2004,9,"7","7","8",70.2
"720","B05036300000000",2004,9,"7","8","8",57.2
"721","B05036400000000",2004,9,"7","8","6",80
"722","B05036600000000",2002,9,"N","N","N",53.9
"723","B05036700000000",2003,9,"7","8","7",80
"724","B05036800000000",2003,9,"N","N","N",53.9
"725","B05036900000000",2003,9,"N","N","N",53.9
"726","B05037000000000",2005,9,"7","9","8",70.2
"727","B05037100000000",2004,9,"N","N","N",53.9
"728","B05037500000000",2005,9,"8","8","8",53.9
"729","B05038100000000",2015,9,"7","8","7",43.4
"730","B05038200000000",2009,9,"8","9","8",91.4
"731","B05038300000000",2009,9,"7","7","8",78.4
"732","B05038400000000",2009,9,"8","8","8",75.1
"733","B05038600000000",2010,9,"7","7","7",86.5
"734","B05038700000000",2009,9,"7","7","8",81.6
"735","B05038800000000",2010,9,"8","9","9",51.8
"736","B05038900000000",2011,9,"8","8","8",56.1
"737","B05039100000000",2012,9,"N","N","N",53.9
"738","B05039200000000",2012,9,"6","8","8",45.7
"739","B05040200000000",2014,9,"8","8","8",51.2
"740","B05040300000000",2014,9,"8","8","8",43.7
"741","B05040400000000",2012,9,"N","N","N",44
"742","B05040500000000",2012,9,"N","N","N",44
"743","B05040600000000",2012,9,"N","N","N",44
"744","B05040800000000",2017,9,"8","8","8",58.6
"745","B05040900000000",2017,9,"8","8","8",58.6
"746","B05041000000000",2016,9,"9","9","9",45
"747","B05041100000000",2016,9,"8","8","8",53.1
"748","B05041300000000",2013,9,"N","N","N",53.9
"749","B05041400000000",2016,9,"8","8","8",49.9
"750","B05041800000000",2016,9,"8","8","9",49.9
"751","B05041900000000",2016,9,"9","9","9",45.7
"752","B05042000000000",2016,9,"8","8","9",48.6
"753","B05042100000000",2016,9,"9","9","9",57
"754","B05042200000000",2018,9,"9","9","9",55.1
"755","B05042700000000",2018,9,"9","9","9",45
"756","B05042800000000",2018,9,"9","9","8",47.6
"757","B05043000000000",2014,9,"7","7","8",45
"758","B05043100000000",2012,9,"N","N","N",53.9
"759","B05043300000000",2016,9,"8","8","8",59
"760","B05043400000000",2016,9,"N","N","N",54.5
"761","B05043600000000",2018,9,"9","9","9",52.8
"762","B05043700000000",2019,9,"9","9","9",49.9
"763","B05044000000000",2019,9,"9","9","9",60.3
"764","B05044200000000",2019,9,"9","9","9",55.1
"765","B05046100000000",2016,9,"N","N","N",53.9
"766","B05046200000000",2019,9,"9","9","9",58.3
"767","B05046300000000",2019,9,"8","8","8",58
"768","B05046600000000",2018,9,"N","N","N",53.9
"769","B05051500000000",1997,9,"N","N","N",53.9
"770","B05060000000000",2011,9,"8","8","8",47
"771","B05060100000000",2011,9,"8","8","8",52.5
"772","B05060200000000",2011,9,"N","N","N",53.9
"773","B05060300000000",2011,9,"7","8","8",49.6
"774","B05060400000000",2013,9,"7","8","8",55.7
"775","B05060500000000",2012,9,"7","8","8",55.7
"776","B05060600000000",2013,9,"8","8","8",50.9
"777","B05060700000000",2013,9,"8","8","8",50.9
"778","B05060800000000",2013,9,"8","8","8",48
"779","B05060900000000",2013,9,"7","8","8",51.2
"780","B05061000000000",2012,9,"8","8","8",48.9
"781","B05061100000000",2014,9,"7","8","7",48.3
"782","B05061200000000",2014,9,"8","8","8",56.1
"783","B05061300000000",2012,9,"8","8","7",77.4
"784","B05061500000000",2011,9,"7","8","7",50.5
"785","B05061600000000",2015,9,"8","8","8",61.9
"786","B05061700000000",2015,9,"8","8","8",67.4
"787","B05061800000000",2016,9,"8","8","8",55.7
"788","B05061900000000",2015,9,"8","8","8",40.5
"789","B05062100000000",2014,9,"8","8","8",65.4
"790","B05062200000000",2014,9,"7","8","8",46.7
"791","B05062300000000",2014,9,"7","8","8",47.3
"792","B05062400000000",2016,9,"7","8","8",48.3
"793","B05062500000000",2015,9,"7","8","8",49.2
"794","B05062600000000",2016,9,"7","8","8",51.2
"795","B05062700000000",2015,9,"7","8","8",50.2
"796","B05062800000000",2015,9,"7","8","8",50.5
"797","B05062900000000",2015,9,"7","8","8",50.5
"798","B05063000000000",2015,9,"8","8","8",41.8
"799","B05063100000000",2015,9,"8","8","8",41.8
"800","B05063200000000",2015,9,"8","8","8",52.2
"801","B05063300000000",2015,9,"8","8","8",52.2
"802","B05063400000000",2012,9,"7","8","8",47.3
"803","B05063500000000",2012,9,"7","8","8",47.6
"804","B05063700000000",2012,9,"7","8","7",63.2
"805","B05063800000000",2014,9,"8","8","8",58.6
"806","B05063900000000",2014,9,"7","8","8",55.7
"807","B05064000000000",2014,9,"8","8","8",46.7
"808","B05064100000000",2014,9,"8","8","8",46.7
"809","B05064200000000",2012,9,"8","8","8",46.3
"810","B05064400000000",2014,9,"8","8","8",50.9
"811","B05064500000000",2014,9,"8","8","8",52.8
"812","B05064600000000",2012,9,"8","8","8",45.7
"813","B05064700000000",2012,9,"7","8","8",50.2
"814","B05064800000000",2011,9,"8","8","8",58.6
"815","B05064900000000",2011,9,"8","8","8",58.6
"816","B05065000000000",2013,9,"8","8","8",49.6
"817","B05065100000000",2013,9,"8","8","8",49.6
"818","B05065300000000",2011,9,"6","8","8",46.7
"819","B05065400000000",2012,9,"8","8","8",46
"820","B05065500000000",2012,9,"8","8","8",58.3
"821","B05065600000000",2014,9,"8","8","8",48.9
"822","B05065700000000",2014,9,"8","8","8",48.9
"823","B05065800000000",2014,9,"7","8","7",43.4
"824","B05066000000000",2014,9,"7","8","7",44.1
"825","B05066100000000",2012,9,"8","8","8",54.1
"826","B05066300000000",2012,9,"8","8","8",59.6
"827","B05066600000000",2014,9,"8","8","8",60.3
"828","B05066700000000",2014,9,"8","8","8",60.3
"829","B05066800000000",2016,9,"8","8","8",64.5
"830","B05066900000000",2015,9,"8","8","8",66.1
"831","B05067100000000",2015,9,"7","8","8",47
"832","B05067200000000",2016,9,"8","8","8",61.2
"833","B05067300000000",2016,9,"8","8","8",45.7
"834","B05067400000000",2015,9,"8","8","8",45.7
"835","B05067500000000",2015,9,"8","8","8",43.7
"836","B05067700000000",2014,9,"8","8","8",48.6
"837","B05067800000000",2015,9,"7","8","8",44.1
"838","B05067900000000",2015,9,"7","8","8",53.8
"839","B05068100000000",2015,9,"8","8","8",46
"840","B05068200000000",2016,9,"8","8","8",51.8
"841","B05068400000000",2012,9,"8","8","8",50.2
"842","B05068500000000",2014,9,"8","8","8",45.4
"843","B05068800000000",2012,9,"N","N","N",53.9
"844","B05068900000000",2011,9,"N","N","N",53.9
"845","B05069000000000",2012,9,"N","N","N",53.9
"846","B05069100000000",2011,9,"N","N","N",53.9
"847","B05069200000000",2011,9,"N","N","N",53.9
"848","B05069300000000",2014,9,"N","N","N",54.5
"849","B05071700000000",1948,9,"N","7","7",53.9
"850","B06000200000000",1949,11,"7","7","7",45.7
"851","B06000700000000",1953,11,"N","N","N",53.9
"852","B06000800000000",1954,11,"7","6","6",44.1
"853","B06001300000000",1951,11,"6","5","6",81.6
"854","B06001600000000",1951,11,"6","6","6",96.3
"855","B06001800000000",1951,11,"6","6","5",78.4
"856","B06002000000000",1955,11,"8","7","5",39.2
"857","B06002200000000",1955,11,"4","4","5",34.3
"858","B06002300000000",2009,11,"7","7","8",73.5
"859","B06002500000000",1956,11,"5","5","7",29.4
"860","B06002700000000",1957,11,"6","7","6",47.4
"861","B06002800000000",1956,11,"5","5","5",57.2
"862","B06002900000000",1958,11,"N","N","N",53.9
"863","B06003100000000",1960,11,"7","7","7",44.1
"864","B06003300000000",1962,11,"6","6","7",32.7
"865","B06003400000000",1963,11,"N","N","N",53.9
"866","B06003500000000",1963,11,"7","7","7",32.7
"867","B06003600000000",1967,11,"6","7","7",27.8
"868","B06003700000000",1967,11,"6","6","5",55.5
"869","B06003800000000",1968,11,"6","6","8",29.4
"870","B06003900000000",1969,11,"7","8","7",29.4
"871","B06004000000000",1970,11,"7","7","7",40.8
"872","B06004100000000",1974,11,"6","8","5",58.8
"873","B06004200000000",1975,11,"7","8","7",52.3
"874","B06004300000000",1978,11,"7","7","8",53.9
"875","B06004400000000",1986,11,"6","7","7",67
"876","B06004500000000",1977,11,"7","7","7",68.6
"877","B06004600000000",1977,11,"7","7","7",68.6
"878","B06004700000000",1977,11,"7","7","7",68.6
"879","B06004800000000",1978,11,"7","8","8",70.2
"880","B06004900000000",1982,11,"N","N","N",53.9
"881","B06005000000000",1986,11,"5","7","8",62.1
"882","B06005100000000",1986,11,"N","N","N",53.9
"883","B06005300000000",1981,11,"7","7","7",42.5
"884","B06005400000000",1982,11,"N","N","N",53.9
"885","B06005500000000",1980,11,"N","N","N",53.9
"886","B06005600000000",1998,11,"7","8","8",63.7
"887","B06005700000000",1982,11,"7","7","7",67
"888","B06005800000000",1983,11,"7","7","7",39.2
"889","B06005900000000",1985,11,"6","7","7",60.4
"890","B06006000000000",1985,11,"7","7","7",57.2
"891","B06006100000000",1985,11,"8","8","8",44.1
"892","B06006200000000",1985,11,"7","7","7",53.9
"893","B06006300000000",1985,11,"7","7","8",52.3
"894","B06006400000000",1986,11,"7","7","8",53.9
"895","B06006500000000",1988,11,"N","N","N",53.9
"896","B06006600000000",1988,11,"7","7","7",67
"897","B06006700000000",1986,11,"N","N","N",53.9
"898","B06006800000000",1986,11,"N","N","N",53.9
"899","B06006900000000",1986,11,"7","7","8",52.3
"900","B06007000000000",1987,11,"6","6","7",63.7
"901","B06007100000000",1992,11,"N","N","N",53.9
"902","B06007200000000",1989,11,"7","8","7",65.3
"903","B06007300000000",1987,11,"4","4","7",47.4
"904","B06007400000000",1987,11,"N","N","N",53.9
"905","B06007500000000",1987,11,"7","7","8",71.8
"906","B06007600000000",1989,11,"8","8","8",63.7
"907","B06007700000000",1982,11,"7","8","8",37.6
"908","B06007800000000",1987,11,"7","8","7",42.5
"909","B06007900000000",1988,11,"7","7","6",49
"910","B06008000000000",1987,11,"7","7","7",62.1
"911","B06008100000000",1987,11,"7","7","8",55.5
"912","B06008200000000",1989,11,"7","8","7",68.6
"913","B06008300000000",1989,11,"7","7","8",65.3
"914","B06008400000000",1988,11,"7","7","7",68.6
"915","B06008500000000",1990,11,"7","7","7",63.7
"916","B06008600000000",1990,11,"7","7","8",67
"917","B06008700000000",1991,11,"8","8","8",67
"918","B06009000000000",1990,11,"6","6","8",55.5
"919","B06009100000000",1991,11,"7","7","8",32.7
"920","B06009200000000",1990,11,"7","7","8",52.3
"921","B06009300000000",1991,11,"N","N","N",53.9
"922","B06009400000000",1991,11,"N","N","N",53.9
"923","B06009500000000",1994,11,"8","8","8",63.7
"924","B06009600000000",1991,11,"6","7","7",63.7
"925","B06009700000000",1991,11,"7","7","8",63.7
"926","B06009800000000",1994,11,"7","8","7",86.5
"927","B06009900000000",1991,11,"7","7","8",71.8
"928","B06010000000000",1992,11,"7","7","8",65.3
"929","B06010100000000",1991,11,"7","7","7",62.1
"930","B06010300000000",1997,11,"N","N","N",53.9
"931","B06010400000000",1993,11,"7","7","8",60.4
"932","B06010500000000",1994,11,"7","7","8",58.8
"933","B06010600000000",1994,11,"8","8","8",62.1
"934","B06010700000000",1993,11,"7","7","8",65.3
"935","B06010800000000",1993,11,"7","7","8",58.8
"936","B06010900000000",1995,11,"7","7","8",63.7
"937","B06011000000000",1998,11,"7","7","7",65.3
"938","B06011100000000",1936,11,"7","6","6",62.1
